ID,CPT/HCPC Code,Modifier,Medicare Location,Global Surgery Indicator,Multiple Surgery Indicator,Prevailing Charge Amount,Fee Schedule Amount,Site of Service Amount,PDF Name,Timestamp
0,0001U,,,,,X,827.43,X,0001u-00842.pdf,2025-02-11 02:43:20
1,0002U,,,,,X,28.73,X,0001u-00842.pdf,2025-02-11 02:43:20
2,0003U,,,,,X,"1,091.75",X,0001u-00842.pdf,2025-02-11 02:43:20
3,0005U,,,,,X,873.40,X,0001u-00842.pdf,2025-02-11 02:43:20
4,0007U,,,,,X,131.51,X,0001u-00842.pdf,2025-02-11 02:43:20
5,0008U,,,,,X,687.13,X,0001u-00842.pdf,2025-02-11 02:43:20
6,0009U,,,,,X,122.97,X,0001u-00842.pdf,2025-02-11 02:43:20
7,00100,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
8,00100,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
9,00100,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
10,00100,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
11,00102,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
12,00102,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
13,00102,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
14,00102,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
15,00103,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
16,00103,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
17,00103,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
18,00103,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
19,00104,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
20,00104,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
21,00104,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
22,00104,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
23,0010U,,,,,X,491.01,X,0001u-00842.pdf,2025-02-11 02:43:20
24,0011U,,,,,X,131.51,X,0001u-00842.pdf,2025-02-11 02:43:20
25,00120,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
26,00120,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
27,00120,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
28,00120,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
29,00124,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
30,00124,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
31,00124,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
32,00124,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
33,00126,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
34,00126,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
35,00126,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
36,00126,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
37,00140,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
38,00140,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
39,00140,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
40,00140,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
41,00142,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
42,00142,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
43,00142,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
44,00142,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
45,00144,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
46,00144,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
47,00144,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
48,00144,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
49,00145,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
50,00145,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
51,00145,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
52,00145,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
53,00147,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
54,00147,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
55,00147,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
56,00147,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
57,00148,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
58,00148,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
59,00148,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
60,00148,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
61,00160,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
62,00160,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
63,00160,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
64,00160,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
65,00162,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
66,00162,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
67,00162,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
68,00162,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
69,00164,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
70,00164,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
71,00164,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
72,00164,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
73,0016U,,,,,X,188.42,X,0001u-00842.pdf,2025-02-11 02:43:20
74,00170,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
75,00170,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
76,00170,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
77,00170,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
78,00172,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
79,00172,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
80,00172,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
81,00172,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
82,00174,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
83,00174,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
84,00174,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
85,00174,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
86,00176,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
87,00176,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
88,00176,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
89,00176,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
90,0017U,,,,,X,105.34,X,0001u-00842.pdf,2025-02-11 02:43:20
91,0018U,,,,,X,"3,450.03",X,0001u-00842.pdf,2025-02-11 02:43:20
92,00190,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
93,00190,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
94,00190,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
95,00190,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
96,00192,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
97,00192,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
98,00192,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
99,00192,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
100,0019U,,,,,X,"4,223.35",X,0001u-00842.pdf,2025-02-11 02:43:20
101,0020M,,,,,X,#,X,0001u-00842.pdf,2025-02-11 02:43:20
102,00210,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
103,00210,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
104,00210,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
105,00210,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
106,00211,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
107,00211,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
108,00211,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
109,00211,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
110,00212,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
111,00212,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
112,00212,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
113,00212,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
114,00214,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
115,00214,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
116,00214,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
117,00214,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
118,00215,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
119,00215,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
120,00215,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
121,00215,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
122,00216,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
123,00216,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
124,00216,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
125,00216,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
126,00218,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
127,00218,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
128,00218,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
129,00218,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
130,0021U,,,,,X,873.40,X,0001u-00842.pdf,2025-02-11 02:43:20
131,00220,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
132,00220,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
133,00220,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
134,00220,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
135,00222,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
136,00222,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
137,00222,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
138,00222,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
139,0022U,,,,,X,"2,240.96",X,0001u-00842.pdf,2025-02-11 02:43:20
140,0023U,,,,,X,285.59,X,0001u-00842.pdf,2025-02-11 02:43:20
141,0024U,,,,,X,39.29,X,0001u-00842.pdf,2025-02-11 02:43:20
142,0025U,,,,,X,98.57,X,0001u-00842.pdf,2025-02-11 02:43:20
143,0026U,,,,,X,"4,137.16",X,0001u-00842.pdf,2025-02-11 02:43:20
144,0027U,,,,,X,140.10,X,0001u-00842.pdf,2025-02-11 02:43:20
145,0029U,,,,,X,853.03,X,0001u-00842.pdf,2025-02-11 02:43:20
146,00300,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
147,00300,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
148,00300,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
149,00300,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
150,0030U,,,,,X,154.15,X,0001u-00842.pdf,2025-02-11 02:43:20
151,0031U,,,,,X,200.90,X,0001u-00842.pdf,2025-02-11 02:43:20
152,00320,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
153,00320,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
154,00320,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
155,00320,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
156,00322,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
157,00322,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
158,00322,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
159,00322,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
160,00326,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
161,00326,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
162,00326,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
163,00326,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
164,0032U,,,,,X,200.90,X,0001u-00842.pdf,2025-02-11 02:43:20
165,0033U,,,,,X,401.79,X,0001u-00842.pdf,2025-02-11 02:43:20
166,0034U,,,,,X,535.73,X,0001u-00842.pdf,2025-02-11 02:43:20
167,00350,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
168,00350,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
169,00350,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
170,00350,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
171,00352,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
172,00352,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
173,00352,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
174,00352,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
175,0035U,,,,,X,621.71,X,0001u-00842.pdf,2025-02-11 02:43:20
176,0036U,,,,,X,"5,493.22",X,0001u-00842.pdf,2025-02-11 02:43:20
177,0037U,,,,,X,"4,022.24",X,0001u-00842.pdf,2025-02-11 02:43:20
178,0038U,,,,,X,34.02,X,0001u-00842.pdf,2025-02-11 02:43:20
179,0039U,,,,,X,15.79,X,0001u-00842.pdf,2025-02-11 02:43:20
180,00400,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
181,00400,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
182,00400,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
183,00400,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
184,00402,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
185,00402,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
186,00402,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
187,00402,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
188,00404,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
189,00404,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
190,00404,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
191,00404,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
192,00406,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
193,00406,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
194,00406,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
195,00406,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
196,0040U,,,,,X,471.06,X,0001u-00842.pdf,2025-02-11 02:43:20
197,00410,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
198,00410,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
199,00410,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
200,00410,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
201,0041U,,,,,X,19.78,X,0001u-00842.pdf,2025-02-11 02:43:20
202,0042U,,,,,X,19.78,X,0001u-00842.pdf,2025-02-11 02:43:20
203,0043U,,,,,X,17.08,X,0001u-00842.pdf,2025-02-11 02:43:20
204,0044U,,,,,X,17.08,X,0001u-00842.pdf,2025-02-11 02:43:20
205,00450,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
206,00450,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
207,00450,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
208,00450,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
209,00454,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
210,00454,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
211,00454,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
212,00454,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
213,0045U,,,,,X,"4,450.89",X,0001u-00842.pdf,2025-02-11 02:43:20
214,0046U,,,,,X,468.23,X,0001u-00842.pdf,2025-02-11 02:43:20
215,00470,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
216,00470,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
217,00470,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
218,00470,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
219,00472,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
220,00472,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
221,00472,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
222,00472,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
223,00474,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
224,00474,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
225,00474,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
226,00474,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
227,0047U,,,,,X,"4,450.89",X,0001u-00842.pdf,2025-02-11 02:43:20
228,0048U,,,,,X,"3,355.24",X,0001u-00842.pdf,2025-02-11 02:43:20
229,0049U,,,,,X,468.23,X,0001u-00842.pdf,2025-02-11 02:43:20
230,00500,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
231,00500,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
232,00500,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
233,00500,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
234,0050U,,,,,X,"3,351.79",X,0001u-00842.pdf,2025-02-11 02:43:20
235,0051U,,,,,X,222.61,X,0001u-00842.pdf,2025-02-11 02:43:20
236,00520,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
237,00520,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
238,00520,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
239,00520,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
240,00522,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
241,00522,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
242,00522,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
243,00522,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
244,00524,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
245,00524,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
246,00524,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
247,00524,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
248,00528,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
249,00528,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
250,00528,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
251,00528,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
252,00529,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
253,00529,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
254,00529,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
255,00529,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
256,0052U,,,,,X,38.91,X,0001u-00842.pdf,2025-02-11 02:43:20
257,00530,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
258,00530,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
259,00530,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
260,00530,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
261,00532,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
262,00532,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
263,00532,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
264,00532,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
265,00534,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
266,00534,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
267,00534,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
268,00534,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
269,00537,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
270,00537,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
271,00537,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
272,00537,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
273,00539,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
274,00539,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
275,00539,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
276,00539,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
277,00540,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
278,00540,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
279,00540,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
280,00540,,4.0,XXX,9.0,69.62,X,X,0001u-00842.pdf,2025-02-11 02:43:20
281,00541,,1.0,XXX,9.0,78.16,X,X,0001u-00842.pdf,2025-02-11 02:43:20
282,00541,,2.0,XXX,9.0,77.64,X,X,0001u-00842.pdf,2025-02-11 02:43:20
283,00541,,3.0,XXX,9.0,74.73,X,X,0001u-00842.pdf,2025-02-11 02:43:20
