ID,CPT/HCPC Code,Modifier,Medicare Location,Global Surgery Indicator,Multiple Surgery Indicator,Prevailing Charge Amount,Fee Schedule Amount,Site of Service Amount,PDF Name,Timestamp
27895,70540,TC,4.0,XXX,4.0,X,"1,086.89",X,70460-71111.pdf,2025-02-11 02:48:18
27896,70542,,1.0,XXX,4.0,X,"1,516.92",X,70460-71111.pdf,2025-02-11 02:48:18
27897,70542,,2.0,XXX,4.0,X,"1,290.48",X,70460-71111.pdf,2025-02-11 02:48:18
27898,70542,,3.0,XXX,4.0,X,"1,290.48",X,70460-71111.pdf,2025-02-11 02:48:18
27899,70542,,4.0,XXX,4.0,X,"1,290.48",X,70460-71111.pdf,2025-02-11 02:48:18
27900,70542,26,1.0,XXX,4.0,X,154.52,X,70460-71111.pdf,2025-02-11 02:48:18
27901,70542,26,2.0,XXX,4.0,X,142.62,X,70460-71111.pdf,2025-02-11 02:48:18
27902,70542,26,3.0,XXX,4.0,X,142.62,X,70460-71111.pdf,2025-02-11 02:48:18
27903,70542,26,4.0,XXX,4.0,X,142.62,X,70460-71111.pdf,2025-02-11 02:48:18
27904,70542,TC,1.0,XXX,4.0,X,"1,362.35",X,70460-71111.pdf,2025-02-11 02:48:18
27905,70542,TC,2.0,XXX,4.0,X,"1,147.84",X,70460-71111.pdf,2025-02-11 02:48:18
27906,70542,TC,3.0,XXX,4.0,X,"1,147.84",X,70460-71111.pdf,2025-02-11 02:48:18
27907,70542,TC,4.0,XXX,4.0,X,"1,147.84",X,70460-71111.pdf,2025-02-11 02:48:18
27908,70543,,1.0,XXX,4.0,X,"2,730.06",X,70460-71111.pdf,2025-02-11 02:48:18
27909,70543,,2.0,XXX,4.0,X,"2,316.56",X,70460-71111.pdf,2025-02-11 02:48:18
27910,70543,,3.0,XXX,4.0,X,"2,316.56",X,70460-71111.pdf,2025-02-11 02:48:18
27911,70543,,4.0,XXX,4.0,X,"2,316.56",X,70460-71111.pdf,2025-02-11 02:48:18
27912,70543,26,1.0,XXX,4.0,X,209.15,X,70460-71111.pdf,2025-02-11 02:48:18
27913,70543,26,2.0,XXX,4.0,X,191.89,X,70460-71111.pdf,2025-02-11 02:48:18
27914,70543,26,3.0,XXX,4.0,X,191.89,X,70460-71111.pdf,2025-02-11 02:48:18
27915,70543,26,4.0,XXX,4.0,X,191.89,X,70460-71111.pdf,2025-02-11 02:48:18
27916,70543,TC,1.0,XXX,4.0,X,"2,520.92",X,70460-71111.pdf,2025-02-11 02:48:18
27917,70543,TC,2.0,XXX,4.0,X,"2,124.71",X,70460-71111.pdf,2025-02-11 02:48:18
27918,70543,TC,3.0,XXX,4.0,X,"2,124.71",X,70460-71111.pdf,2025-02-11 02:48:18
27919,70543,TC,4.0,XXX,4.0,X,"2,124.71",X,70460-71111.pdf,2025-02-11 02:48:18
27920,70544,,1.0,XXX,4.0,X,"1,318.04",X,70460-71111.pdf,2025-02-11 02:48:18
27921,70544,,2.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27922,70544,,3.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27923,70544,,4.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27924,70544,26,1.0,XXX,4.0,X,161.83,X,70460-71111.pdf,2025-02-11 02:48:18
27925,70544,26,2.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27926,70544,26,3.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27927,70544,26,4.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27928,70544,TC,1.0,XXX,4.0,X,"1,156.19",X,70460-71111.pdf,2025-02-11 02:48:18
27929,70544,TC,2.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27930,70544,TC,3.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27931,70544,TC,4.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27932,70545,,1.0,XXX,4.0,X,"1,318.04",X,70460-71111.pdf,2025-02-11 02:48:18
27933,70545,,2.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27934,70545,,3.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27935,70545,,4.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27936,70545,26,1.0,XXX,4.0,X,161.83,X,70460-71111.pdf,2025-02-11 02:48:18
27937,70545,26,2.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27938,70545,26,3.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27939,70545,26,4.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27940,70545,TC,1.0,XXX,4.0,X,"1,156.19",X,70460-71111.pdf,2025-02-11 02:48:18
27941,70545,TC,2.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27942,70545,TC,3.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27943,70545,TC,4.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27944,70546,,1.0,XXX,4.0,X,"2,491.39",X,70460-71111.pdf,2025-02-11 02:48:18
27945,70546,,2.0,XXX,4.0,X,"2,123.71",X,70460-71111.pdf,2025-02-11 02:48:18
27946,70546,,3.0,XXX,4.0,X,"2,123.71",X,70460-71111.pdf,2025-02-11 02:48:18
27947,70546,,4.0,XXX,4.0,X,"2,123.71",X,70460-71111.pdf,2025-02-11 02:48:18
27948,70546,26,1.0,XXX,4.0,X,238.07,X,70460-71111.pdf,2025-02-11 02:48:18
27949,70546,26,2.0,XXX,4.0,X,219.49,X,70460-71111.pdf,2025-02-11 02:48:18
27950,70546,26,3.0,XXX,4.0,X,219.49,X,70460-71111.pdf,2025-02-11 02:48:18
27951,70546,26,4.0,XXX,4.0,X,219.49,X,70460-71111.pdf,2025-02-11 02:48:18
27952,70546,TC,1.0,XXX,4.0,X,"2,253.31",X,70460-71111.pdf,2025-02-11 02:48:18
27953,70546,TC,2.0,XXX,4.0,X,"1,904.23",X,70460-71111.pdf,2025-02-11 02:48:18
27954,70546,TC,3.0,XXX,4.0,X,"1,904.23",X,70460-71111.pdf,2025-02-11 02:48:18
27955,70546,TC,4.0,XXX,4.0,X,"1,904.23",X,70460-71111.pdf,2025-02-11 02:48:18
27956,70547,,1.0,XXX,4.0,X,"1,318.04",X,70460-71111.pdf,2025-02-11 02:48:18
27957,70547,,2.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27958,70547,,3.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27959,70547,,4.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27960,70547,26,1.0,XXX,4.0,X,161.83,X,70460-71111.pdf,2025-02-11 02:48:18
27961,70547,26,2.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27962,70547,26,3.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27963,70547,26,4.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27964,70547,TC,1.0,XXX,4.0,X,"1,156.19",X,70460-71111.pdf,2025-02-11 02:48:18
27965,70547,TC,2.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27966,70547,TC,3.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27967,70547,TC,4.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27968,70548,,1.0,XXX,4.0,X,"1,318.04",X,70460-71111.pdf,2025-02-11 02:48:18
27969,70548,,2.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27970,70548,,3.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27971,70548,,4.0,XXX,4.0,X,"1,116.26",X,70460-71111.pdf,2025-02-11 02:48:18
27972,70548,26,1.0,XXX,4.0,X,161.83,X,70460-71111.pdf,2025-02-11 02:48:18
27973,70548,26,2.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27974,70548,26,3.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27975,70548,26,4.0,XXX,4.0,X,148.07,X,70460-71111.pdf,2025-02-11 02:48:18
27976,70548,TC,1.0,XXX,4.0,X,"1,156.19",X,70460-71111.pdf,2025-02-11 02:48:18
27977,70548,TC,2.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27978,70548,TC,3.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27979,70548,TC,4.0,XXX,4.0,X,968.18,X,70460-71111.pdf,2025-02-11 02:48:18
27980,70549,,1.0,XXX,4.0,X,"2,491.39",X,70460-71111.pdf,2025-02-11 02:48:18
27981,70549,,2.0,XXX,4.0,X,"2,123.71",X,70460-71111.pdf,2025-02-11 02:48:18
27982,70549,,3.0,XXX,4.0,X,"2,123.71",X,70460-71111.pdf,2025-02-11 02:48:18
27983,70549,,4.0,XXX,4.0,X,"2,123.71",X,70460-71111.pdf,2025-02-11 02:48:18
27984,70549,26,1.0,XXX,4.0,X,238.07,X,70460-71111.pdf,2025-02-11 02:48:18
27985,70549,26,2.0,XXX,4.0,X,219.49,X,70460-71111.pdf,2025-02-11 02:48:18
27986,70549,26,3.0,XXX,4.0,X,219.49,X,70460-71111.pdf,2025-02-11 02:48:18
27987,70549,26,4.0,XXX,4.0,X,219.49,X,70460-71111.pdf,2025-02-11 02:48:18
27988,70549,TC,1.0,XXX,4.0,X,"2,253.31",X,70460-71111.pdf,2025-02-11 02:48:18
27989,70549,TC,2.0,XXX,4.0,X,"1,904.23",X,70460-71111.pdf,2025-02-11 02:48:18
27990,70549,TC,3.0,XXX,4.0,X,"1,904.23",X,70460-71111.pdf,2025-02-11 02:48:18
27991,70549,TC,4.0,XXX,4.0,X,"1,904.23",X,70460-71111.pdf,2025-02-11 02:48:18
27992,70551,,1.0,XXX,4.0,X,"1,458.33",X,70460-71111.pdf,2025-02-11 02:48:18
27993,70551,,2.0,XXX,4.0,X,"1,433.39",X,70460-71111.pdf,2025-02-11 02:48:18
27994,70551,,3.0,XXX,4.0,X,"1,328.59",X,70460-71111.pdf,2025-02-11 02:48:18
27995,70551,,4.0,XXX,4.0,X,"1,308.58",X,70460-71111.pdf,2025-02-11 02:48:18
27996,70551,26,1.0,XXX,4.0,X,262.02,X,70460-71111.pdf,2025-02-11 02:48:18
27997,70551,26,2.0,XXX,4.0,X,261.25,X,70460-71111.pdf,2025-02-11 02:48:18
27998,70551,26,3.0,XXX,4.0,X,250.59,X,70460-71111.pdf,2025-02-11 02:48:18
27999,70551,26,4.0,XXX,4.0,X,245.55,X,70460-71111.pdf,2025-02-11 02:48:18
28000,70551,TC,1.0,XXX,4.0,X,"1,219.15",X,70460-71111.pdf,2025-02-11 02:48:18
28001,70551,TC,2.0,XXX,4.0,X,"1,197.11",X,70460-71111.pdf,2025-02-11 02:48:18
28002,70551,TC,3.0,XXX,4.0,X,"1,104.40",X,70460-71111.pdf,2025-02-11 02:48:18
28003,70551,TC,4.0,XXX,4.0,X,"1,086.89",X,70460-71111.pdf,2025-02-11 02:48:18
28004,70552,,1.0,XXX,4.0,X,"1,750.15",X,70460-71111.pdf,2025-02-11 02:48:18
28005,70552,,2.0,XXX,4.0,X,"1,720.21",X,70460-71111.pdf,2025-02-11 02:48:18
28006,70552,,3.0,XXX,4.0,X,"1,594.27",X,70460-71111.pdf,2025-02-11 02:48:18
28007,70552,,4.0,XXX,4.0,X,"1,570.29",X,70460-71111.pdf,2025-02-11 02:48:18
28008,70552,26,1.0,XXX,4.0,X,287.62,X,70460-71111.pdf,2025-02-11 02:48:18
28009,70552,26,2.0,XXX,4.0,X,288.54,X,70460-71111.pdf,2025-02-11 02:48:18
28010,70552,26,3.0,XXX,4.0,X,276.33,X,70460-71111.pdf,2025-02-11 02:48:18
28011,70552,26,4.0,XXX,4.0,X,272.29,X,70460-71111.pdf,2025-02-11 02:48:18
28012,70552,TC,1.0,XXX,4.0,X,"1,462.50",X,70460-71111.pdf,2025-02-11 02:48:18
28013,70552,TC,2.0,XXX,4.0,X,"1,436.11",X,70460-71111.pdf,2025-02-11 02:48:18
28014,70552,TC,3.0,XXX,4.0,X,"1,324.72",X,70460-71111.pdf,2025-02-11 02:48:18
28015,70552,TC,4.0,XXX,4.0,X,"1,303.66",X,70460-71111.pdf,2025-02-11 02:48:18
28016,70553,,1.0,XXX,4.0,X,"3,089.40",X,70460-71111.pdf,2025-02-11 02:48:18
28017,70553,,2.0,XXX,4.0,X,"3,035.91",X,70460-71111.pdf,2025-02-11 02:48:18
28018,70553,,3.0,XXX,4.0,X,"2,810.60",X,70460-71111.pdf,2025-02-11 02:48:18
28019,70553,,4.0,XXX,4.0,X,"2,767.65",X,70460-71111.pdf,2025-02-11 02:48:18
28020,70553,26,1.0,XXX,4.0,X,418.96,X,70460-71111.pdf,2025-02-11 02:48:18
28021,70553,26,2.0,XXX,4.0,X,417.79,X,70460-71111.pdf,2025-02-11 02:48:18
28022,70553,26,3.0,XXX,4.0,X,399.68,X,70460-71111.pdf,2025-02-11 02:48:18
28023,70553,26,4.0,XXX,4.0,X,389.41,X,70460-71111.pdf,2025-02-11 02:48:18
28024,70553,TC,1.0,XXX,4.0,X,"2,706.90",X,70460-71111.pdf,2025-02-11 02:48:18
28025,70553,TC,2.0,XXX,4.0,X,"2,658.10",X,70460-71111.pdf,2025-02-11 02:48:18
28026,70553,TC,3.0,XXX,4.0,X,"2,452.12",X,70460-71111.pdf,2025-02-11 02:48:18
28027,70553,TC,4.0,XXX,4.0,X,"2,413.20",X,70460-71111.pdf,2025-02-11 02:48:18
28028,70554,,1.0,XXX,4.0,X,"1,273.19",X,70460-71111.pdf,2025-02-11 02:48:18
28029,70554,,2.0,XXX,4.0,X,"1,041.43",X,70460-71111.pdf,2025-02-11 02:48:18
28030,70554,,3.0,XXX,4.0,X,"1,041.43",X,70460-71111.pdf,2025-02-11 02:48:18
28031,70554,,4.0,XXX,4.0,X,"1,041.43",X,70460-71111.pdf,2025-02-11 02:48:18
28032,70554,26,1.0,XXX,4.0,X,192.01,X,70460-71111.pdf,2025-02-11 02:48:18
28033,70554,26,2.0,XXX,4.0,X,176.28,X,70460-71111.pdf,2025-02-11 02:48:18
28034,70554,26,3.0,XXX,4.0,X,176.28,X,70460-71111.pdf,2025-02-11 02:48:18
28035,70554,26,4.0,XXX,4.0,X,176.28,X,70460-71111.pdf,2025-02-11 02:48:18
28036,70554,TC,1.0,XXX,4.0,X,"1,081.21",X,70460-71111.pdf,2025-02-11 02:48:18
28037,70554,TC,2.0,XXX,4.0,X,865.16,X,70460-71111.pdf,2025-02-11 02:48:18
28038,70554,TC,3.0,XXX,4.0,X,865.16,X,70460-71111.pdf,2025-02-11 02:48:18
28039,70554,TC,4.0,XXX,4.0,X,865.16,X,70460-71111.pdf,2025-02-11 02:48:18
28040,70555,26,1.0,XXX,0.0,X,229.45,X,70460-71111.pdf,2025-02-11 02:48:18
28041,70555,26,2.0,XXX,0.0,X,210.96,X,70460-71111.pdf,2025-02-11 02:48:18
28042,70555,26,3.0,XXX,0.0,X,210.96,X,70460-71111.pdf,2025-02-11 02:48:18
28043,70555,26,4.0,XXX,0.0,X,210.96,X,70460-71111.pdf,2025-02-11 02:48:18
28044,70557,26,1.0,XXX,0.0,X,342.01,X,70460-71111.pdf,2025-02-11 02:48:18
28045,70557,26,2.0,XXX,0.0,X,319.32,X,70460-71111.pdf,2025-02-11 02:48:18
28046,70557,26,3.0,XXX,0.0,X,319.32,X,70460-71111.pdf,2025-02-11 02:48:18
28047,70557,26,4.0,XXX,0.0,X,319.32,X,70460-71111.pdf,2025-02-11 02:48:18
28048,70558,26,1.0,XXX,0.0,X,378.58,X,70460-71111.pdf,2025-02-11 02:48:18
28049,70558,26,2.0,XXX,0.0,X,353.03,X,70460-71111.pdf,2025-02-11 02:48:18
28050,70558,26,3.0,XXX,0.0,X,353.03,X,70460-71111.pdf,2025-02-11 02:48:18
28051,70558,26,4.0,XXX,0.0,X,353.03,X,70460-71111.pdf,2025-02-11 02:48:18
28052,70559,26,1.0,XXX,0.0,X,380.91,X,70460-71111.pdf,2025-02-11 02:48:18
28053,70559,26,2.0,XXX,0.0,X,354.28,X,70460-71111.pdf,2025-02-11 02:48:18
28054,70559,26,3.0,XXX,0.0,X,354.28,X,70460-71111.pdf,2025-02-11 02:48:18
28055,70559,26,4.0,XXX,0.0,X,354.28,X,70460-71111.pdf,2025-02-11 02:48:18
28056,71045,,1.0,XXX,0.0,X,31.98,X,70460-71111.pdf,2025-02-11 02:48:18
28057,71045,,2.0,XXX,0.0,X,28.75,X,70460-71111.pdf,2025-02-11 02:48:18
28058,71045,,3.0,XXX,0.0,X,28.75,X,70460-71111.pdf,2025-02-11 02:48:18
28059,71045,,4.0,XXX,0.0,X,28.75,X,70460-71111.pdf,2025-02-11 02:48:18
28060,71045,26,1.0,XXX,0.0,X,14.60,X,70460-71111.pdf,2025-02-11 02:48:18
28061,71045,26,2.0,XXX,0.0,X,13.70,X,70460-71111.pdf,2025-02-11 02:48:18
28062,71045,26,3.0,XXX,0.0,X,13.70,X,70460-71111.pdf,2025-02-11 02:48:18
28063,71045,26,4.0,XXX,0.0,X,13.70,X,70460-71111.pdf,2025-02-11 02:48:18
28064,71045,TC,1.0,XXX,0.0,X,17.39,X,70460-71111.pdf,2025-02-11 02:48:18
28065,71045,TC,2.0,XXX,0.0,X,15.06,X,70460-71111.pdf,2025-02-11 02:48:18
28066,71045,TC,3.0,XXX,0.0,X,15.06,X,70460-71111.pdf,2025-02-11 02:48:18
28067,71045,TC,4.0,XXX,0.0,X,15.06,X,70460-71111.pdf,2025-02-11 02:48:18
28068,71046,,1.0,XXX,0.0,X,49.11,X,70460-71111.pdf,2025-02-11 02:48:18
28069,71046,,2.0,XXX,0.0,X,43.90,X,70460-71111.pdf,2025-02-11 02:48:18
28070,71046,,3.0,XXX,0.0,X,43.90,X,70460-71111.pdf,2025-02-11 02:48:18
28071,71046,,4.0,XXX,0.0,X,43.90,X,70460-71111.pdf,2025-02-11 02:48:18
28072,71046,26,1.0,XXX,0.0,X,17.35,X,70460-71111.pdf,2025-02-11 02:48:18
28073,71046,26,2.0,XXX,0.0,X,16.32,X,70460-71111.pdf,2025-02-11 02:48:18
28074,71046,26,3.0,XXX,0.0,X,16.32,X,70460-71111.pdf,2025-02-11 02:48:18
28075,71046,26,4.0,XXX,0.0,X,16.32,X,70460-71111.pdf,2025-02-11 02:48:18
28076,71046,TC,1.0,XXX,0.0,X,31.76,X,70460-71111.pdf,2025-02-11 02:48:18
28077,71046,TC,2.0,XXX,0.0,X,27.59,X,70460-71111.pdf,2025-02-11 02:48:18
28078,71046,TC,3.0,XXX,0.0,X,27.59,X,70460-71111.pdf,2025-02-11 02:48:18
28079,71046,TC,4.0,XXX,0.0,X,27.59,X,70460-71111.pdf,2025-02-11 02:48:18
28080,71047,,1.0,XXX,0.0,X,62.76,X,70460-71111.pdf,2025-02-11 02:48:18
28081,71047,,2.0,XXX,0.0,X,56.10,X,70460-71111.pdf,2025-02-11 02:48:18
28082,71047,,3.0,XXX,0.0,X,56.10,X,70460-71111.pdf,2025-02-11 02:48:18
28083,71047,,4.0,XXX,0.0,X,56.10,X,70460-71111.pdf,2025-02-11 02:48:18
28084,71047,26,1.0,XXX,0.0,X,22.39,X,70460-71111.pdf,2025-02-11 02:48:18
28085,71047,26,2.0,XXX,0.0,X,21.01,X,70460-71111.pdf,2025-02-11 02:48:18
28086,71047,26,3.0,XXX,0.0,X,21.01,X,70460-71111.pdf,2025-02-11 02:48:18
28087,71047,26,4.0,XXX,0.0,X,21.01,X,70460-71111.pdf,2025-02-11 02:48:18
28088,71047,TC,1.0,XXX,0.0,X,40.37,X,70460-71111.pdf,2025-02-11 02:48:18
28089,71047,TC,2.0,XXX,0.0,X,35.09,X,70460-71111.pdf,2025-02-11 02:48:18
28090,71047,TC,3.0,XXX,0.0,X,35.09,X,70460-71111.pdf,2025-02-11 02:48:18
28091,71047,TC,4.0,XXX,0.0,X,35.09,X,70460-71111.pdf,2025-02-11 02:48:18
28092,71048,,1.0,XXX,0.0,X,67.23,X,70460-71111.pdf,2025-02-11 02:48:18
28093,71048,,2.0,XXX,0.0,X,60.22,X,70460-71111.pdf,2025-02-11 02:48:18
28094,71048,,3.0,XXX,0.0,X,60.22,X,70460-71111.pdf,2025-02-11 02:48:18
28095,71048,,4.0,XXX,0.0,X,60.22,X,70460-71111.pdf,2025-02-11 02:48:18
28096,71048,26,1.0,XXX,0.0,X,25.71,X,70460-71111.pdf,2025-02-11 02:48:18
28097,71048,26,2.0,XXX,0.0,X,24.13,X,70460-71111.pdf,2025-02-11 02:48:18
28098,71048,26,3.0,XXX,0.0,X,24.13,X,70460-71111.pdf,2025-02-11 02:48:18
28099,71048,26,4.0,XXX,0.0,X,24.13,X,70460-71111.pdf,2025-02-11 02:48:18
28100,71048,TC,1.0,XXX,0.0,X,41.52,X,70460-71111.pdf,2025-02-11 02:48:18
28101,71048,TC,2.0,XXX,0.0,X,36.10,X,70460-71111.pdf,2025-02-11 02:48:18
28102,71048,TC,3.0,XXX,0.0,X,36.10,X,70460-71111.pdf,2025-02-11 02:48:18
28103,71048,TC,4.0,XXX,0.0,X,36.10,X,70460-71111.pdf,2025-02-11 02:48:18
28104,71100,,1.0,XXX,0.0,X,99.00,X,70460-71111.pdf,2025-02-11 02:48:18
28105,71100,,2.0,XXX,0.0,X,98.63,X,70460-71111.pdf,2025-02-11 02:48:18
28106,71100,,3.0,XXX,0.0,X,93.24,X,70460-71111.pdf,2025-02-11 02:48:18
28107,71100,,4.0,XXX,0.0,X,90.52,X,70460-71111.pdf,2025-02-11 02:48:18
28108,71100,26,1.0,XXX,0.0,X,39.23,X,70460-71111.pdf,2025-02-11 02:48:18
28109,71100,26,2.0,XXX,0.0,X,39.08,X,70460-71111.pdf,2025-02-11 02:48:18
28110,71100,26,3.0,XXX,0.0,X,37.35,X,70460-71111.pdf,2025-02-11 02:48:18
28111,71100,26,4.0,XXX,0.0,X,36.46,X,70460-71111.pdf,2025-02-11 02:48:18
28112,71100,TC,1.0,XXX,0.0,X,68.01,X,70460-71111.pdf,2025-02-11 02:48:18
28113,71100,TC,2.0,XXX,0.0,X,65.58,X,70460-71111.pdf,2025-02-11 02:48:18
28114,71100,TC,3.0,XXX,0.0,X,58.38,X,70460-71111.pdf,2025-02-11 02:48:18
28115,71100,TC,4.0,XXX,0.0,X,55.87,X,70460-71111.pdf,2025-02-11 02:48:18
28116,71101,,1.0,XXX,0.0,X,129.32,X,70460-71111.pdf,2025-02-11 02:48:18
28117,71101,,2.0,XXX,0.0,X,118.82,X,70460-71111.pdf,2025-02-11 02:48:18
28118,71101,,3.0,XXX,0.0,X,110.98,X,70460-71111.pdf,2025-02-11 02:48:18
28119,71101,,4.0,XXX,0.0,X,107.99,X,70460-71111.pdf,2025-02-11 02:48:18
28120,71101,26,1.0,XXX,0.0,X,47.69,X,70460-71111.pdf,2025-02-11 02:48:18
28121,71101,26,2.0,XXX,0.0,X,47.50,X,70460-71111.pdf,2025-02-11 02:48:18
28122,71101,26,3.0,XXX,0.0,X,45.47,X,70460-71111.pdf,2025-02-11 02:48:18
28123,71101,26,4.0,XXX,0.0,X,44.36,X,70460-71111.pdf,2025-02-11 02:48:18
28124,71101,TC,1.0,XXX,0.0,X,80.18,X,70460-71111.pdf,2025-02-11 02:48:18
28125,71101,TC,2.0,XXX,0.0,X,74.95,X,70460-71111.pdf,2025-02-11 02:48:18
28126,71101,TC,3.0,XXX,0.0,X,66.38,X,70460-71111.pdf,2025-02-11 02:48:18
28127,71101,TC,4.0,XXX,0.0,X,65.34,X,70460-71111.pdf,2025-02-11 02:48:18
28128,71110,,1.0,XXX,0.0,X,130.55,X,70460-71111.pdf,2025-02-11 02:48:18
28129,71110,,2.0,XXX,0.0,X,128.39,X,70460-71111.pdf,2025-02-11 02:48:18
28130,71110,,3.0,XXX,0.0,X,121.46,X,70460-71111.pdf,2025-02-11 02:48:18
28131,71110,,4.0,XXX,0.0,X,117.70,X,70460-71111.pdf,2025-02-11 02:48:18
28132,71110,26,1.0,XXX,0.0,X,47.69,X,70460-71111.pdf,2025-02-11 02:48:18
28133,71110,26,2.0,XXX,0.0,X,47.50,X,70460-71111.pdf,2025-02-11 02:48:18
28134,71110,26,3.0,XXX,0.0,X,45.43,X,70460-71111.pdf,2025-02-11 02:48:18
28135,71110,26,4.0,XXX,0.0,X,44.20,X,70460-71111.pdf,2025-02-11 02:48:18
28136,71110,TC,1.0,XXX,0.0,X,86.13,X,70460-71111.pdf,2025-02-11 02:48:18
28137,71110,TC,2.0,XXX,0.0,X,84.54,X,70460-71111.pdf,2025-02-11 02:48:18
28138,71110,TC,3.0,XXX,0.0,X,77.92,X,70460-71111.pdf,2025-02-11 02:48:18
28139,71110,TC,4.0,XXX,0.0,X,76.68,X,70460-71111.pdf,2025-02-11 02:48:18
28140,71111,,1.0,XXX,0.0,X,149.54,X,70460-71111.pdf,2025-02-11 02:48:18
28141,71111,,2.0,XXX,0.0,X,152.00,X,70460-71111.pdf,2025-02-11 02:48:18
28142,71111,,3.0,XXX,0.0,X,139.28,X,70460-71111.pdf,2025-02-11 02:48:18
28143,71111,,4.0,XXX,0.0,X,135.61,X,70460-71111.pdf,2025-02-11 02:48:18
28144,71111,26,1.0,XXX,0.0,X,55.59,X,70460-71111.pdf,2025-02-11 02:48:18
28145,71111,26,2.0,XXX,0.0,X,55.37,X,70460-71111.pdf,2025-02-11 02:48:18
28146,71111,26,3.0,XXX,0.0,X,52.95,X,70460-71111.pdf,2025-02-11 02:48:18
28147,71111,26,4.0,XXX,0.0,X,52.08,X,70460-71111.pdf,2025-02-11 02:48:18
28148,71111,TC,1.0,XXX,0.0,X,98.02,X,70460-71111.pdf,2025-02-11 02:48:18
28149,71111,TC,2.0,XXX,0.0,X,98.00,X,70460-71111.pdf,2025-02-11 02:48:18
28150,71111,TC,3.0,XXX,0.0,X,88.51,X,70460-71111.pdf,2025-02-11 02:48:18
28151,71111,TC,4.0,XXX,0.0,X,87.10,X,70460-71111.pdf,2025-02-11 02:48:18
28152,45332,,1.0,0,3.0,X,479.35,X,45332-47130.pdf,2025-02-11 02:48:24
28153,45332,,2.0,0,3.0,X,475.77,X,45332-47130.pdf,2025-02-11 02:48:24
28154,45332,,3.0,0,3.0,X,445.89,X,45332-47130.pdf,2025-02-11 02:48:24
28155,45332,,4.0,0,3.0,X,471.42,X,45332-47130.pdf,2025-02-11 02:48:24
28156,45333,,1.0,0,3.0,X,499.16,X,45332-47130.pdf,2025-02-11 02:48:24
28157,45333,,2.0,0,3.0,X,491.88,X,45332-47130.pdf,2025-02-11 02:48:24
28158,45333,,3.0,0,3.0,X,461.71,X,45332-47130.pdf,2025-02-11 02:48:24
28159,45333,,4.0,0,3.0,X,456.00,X,45332-47130.pdf,2025-02-11 02:48:24
28160,45334,,1.0,0,3.0,X,629.31,X,45332-47130.pdf,2025-02-11 02:48:24
28161,45334,,2.0,0,3.0,X,621.21,X,45332-47130.pdf,2025-02-11 02:48:24
28162,45334,,3.0,0,3.0,X,587.69,X,45332-47130.pdf,2025-02-11 02:48:24
